id,text,other_pred,other_gold
fas_b239aca7517f99a41f7a89c344284b87,هم استقلال و هم پرپولیس دوتاشون تیمای حکومتی مسخره ای هستن  ولی باز پرسپولیس اسم و رنگ و لوگوی بهتری داره,1,1
fas_b3280edb091685148a4911125c4d49ca,توروخدا بیایید بگید تیمی که سفید پوشیده استقلال بود. این نیمه ی اول بود؟؟؟,1,1
fas_b8a838006838684f2cb738e8bae6542a,قانون طبیعته ؛هیچی نشه بهتره,1,1
fas_bdb6b8f7848a7a09f4b168afa4b0aa7e,نبینم روزی رو که بخاطر برد استقلال ناراحت بشم. هر کی میخواد مربیش باشه,1,1
fas_c09feb076dddd010ebc20087869c3b17,بازی استقلال بود. یجورایی برام خاطره های قشنگ داره,1,1
fas_c195d5b13148a84e3b5f51f4ba202bb8,رونالدو مسی هر دو ماه یبار میان یه هتریک میکنن، دوتا رکورد میزنن میرن پی کارشون :),1,1
fas_c33fae29810d9982ab577d895ea0cf3e,حالا این به کنار ولی اخه از ۵بازی فقط ی برد واسه استقلال ؟,1,1
fas_c447a47181b66d5f9e8d5ec98a20b8ae,احترام زیاد هم می‌ذاریم فسنجون غذا نیست یه سبک زندگی هست,1,1
fas_c4c75b38b9fd1706bb61e10ee28860a5,کی دیگه استقلال میخواد گل بزنه ده تا موقعیت را خراب کردن,1,1
fas_c4d50f077c7eda2bf187b4801fb5705f,مهم نیست چه کتابی میخونن، مهم اینه که حکومت یک سبک زندگی بخشی از جامعه رو به همه جامعه تحمیل نکنه.,1,1
fas_c522673924340f74a11f1db26425ddeb,استقلال اگه یکی دیکه بزنه بغض گزارشگر میترکه,1,1
fas_c538c72230ce7141225bf838f2fd1cf9,درسته اما ادم از نظر مالی استقلال داشته باشه فکرش باز تره,1,1
fas_c5741e2d3ddfcc2ea89a1dd0ff0c20b7,برای مایی که بغل راموس و مسی رو دیدیم، رفتن رونالدو به بارسا عادیه.,1,1
fas_c6119b65c065cdfa368311cb827354f4,دلم واسه دانشجو های رشته حسابداری میسوزه فک کن چهارسال درس بخونی آخرم هیچی از رو حساب کتاب نباشه,1,1
fas_c66e3ec80aae9fffd3203112cab46e62,مگه داریم مگه میشه ..اصلا هم استقلال خوبه هم پرسپولیس دیگه دعوا برای چی😉😉😂😂,1,1
fas_c8487419cbe93a3d22ca8467f182e4af,سریال گودال یه دیالوگ معروف و پرتکرار داشت که میگفت : سرمون سلامت ما بمیریمم ، نمیمیریم .....,1,1
fas_c8ccdb56019058a734b6dc83281b8e45,این ذوج حاضر تو ویدئو رویایی ترین ذوج تاریخ هستند.رویایی تر از مسی و رونالدو.خداروشکر زمان این ذوج رو درک کردیم.,1,1
fas_c8e9f98e58e9afd737e9cbc35e0bbb6d,خودم هزار تا کار ریخته سرم باید مادرم رو هم ببرم اول سبزی بخره بعدشم ببرمش بروجرد برای خرید ظرف مسی و ...,1,1
fas_c9022916a189cb5e6b801992ef556bbd,ما دشمن تاجیم یا تاج که داشت برای سعودی ها در لیگ قهرمانان آسیا علیه پرسپولیس دم تکون میداد؟؟؟,1,1
fas_cbff43d20a27469a8b6d11a2f8072cc8,من ایرانی میخوام  که همه به  عقاید سبک زندگی هم احترام بزارن,1,1
fas_cc0fa21a5db172d9444dd2a817336fdc,اشکلیک جدیدا بیر سبک زندگی اولوب بیللرینه،بیزه نسبت وریلر,1,1
fas_ce54470a9df1b3bf71afc1f6c91ab4e9,چطور فرقی نداره؟ یکی از «شان» و «کی قراه بدنت رو ببینه» حرف میزنه یکی از سلیقه شخصی و یه سبک زندگی که اتفاقا قابل نقد هم هست.,1,1
fas_ce7acfb30b1088f5b78f3246aa3afe1c,به خدا مهم نیست کسی استفاده کنه یا نه مهم این بود که اونا میفهمیدن فیلترینگ چاره شون نیست,1,1
fas_d0990fc827d9454d7e191f1e03d6d8a8,روی کار امدن گشت ارشاد بهترین پاسخ است,1,1
fas_d1aa650c72d49d104106dbcaf22b7014,برای هنرهایی که سانسور شد,1,1
fas_d4063d340d53f0e00dd20e9bcb7ec02c,بیا ی شرط توییتری بزاریم 😅 اگه پرسپولیس دربی رو باخت تو کراشتو منشن کن براش ی توییت بزن اگه استقلال باخت ، من  Deal?,1,1
fas_d6bb88801bbffdd4be6088d37c7b8648,تجریش به بالا دیگه چیزی نمیمونه که میگی به پایین خراب شده😶,1,1
fas_d9513a08f3cf41eb1c6bedc5c3e8ae61,من خیلی وقته هوس ساندویچ بندریای خانلری میدون تجریش رو کردم 😢,1,1
fas_d980b842483794ebed22a73012c06c17,قول می دم اگر خودشون گل آفساید نمی زدن، پنج دقه دیگه داور خودش براشون از شش قدم پنالتی می زد.,1,1
fas_d9a0e16ef0e4942b6bf89c67bc7e1783,"خوش به حالتون , اون شب که استقلال باخت نزدیک بود سکته بزنم",1,1
fas_da4a891e8d50cc2d81e388108f21f896,تجریش اومدی بگو خدافس😂,1,1
fas_da52dd478cfc94925c52bb088cc96c23,جدا کی فکر میکرد همچین روزی مسی بره و سال بعدش لوا بیاد.,1,1
fas_da57b06af51fa50248c65961a025c345,پس چرا شما میخواید سبک زندگی هرزه تون و به مردم ایران تحمیل کنید وقتی نمیخوان؟؟ آهان پول گرفتی که فاسد زندگی کنی یادم نبود,1,1
fas_daee06d8741de256e1c934605e75abfb,لعنت به مایکل مسی. ورستپن باورش شد خودش قهرمان شده . ولی صباغ گفت اگه برگرده معجزه ست,1,1
fas_db346f085a775ee318942401b1432526,برای دخترایی ک با گشت ارشاد همخونه ان,1,1
fas_db5d7e5a498f3bb233a0eda8c3978b88,استقلال رو نبینیم بهتر ازینه ک اینطوری اعصابمون خورد بشه,1,1
fas_db8c153df2495b0a3a8251e9de38ef95,ولی خداوکیلی با اینکه طرفدار استقلال پرسپولیس نیستم اما بازی قشنگی شده,1,1
fas_dcf16c86d77814e1e45dd9158f493327,انسانیت، عاملیت و استقلال فکری کی رو اصولا جدی می‌گیره؟,1,1
fas_ded91d378aa6fd3182b484425ca75a32,بچها عکس خودتونو بدون سانسور نذارید پروفایل که بسیجیای توییتر استمنا نکنن😔💔,1,1
fas_e0577e9abc88ae8fc2b7810cdbe45d70,یه دیالوگ تو سریال قورباغه هست که میگه: «من دوستت داشتم اما گذاشتم بری! چون تو آدم زندگیِ من نبودی...»,1,1
fas_e08481bc70081858f6281ea929bab5ea,کاش من این جمله رو میتونستمممم تبدیل ب ی سبک زندگی کنم برا خودم,1,1
fas_e093fea3192f49b3cadf70e680eb141e,خیلی جالبه استقلال و پرسپولیس مساوی میکنن هم میگم کار خودشونه,1,1
fas_e146ac08a8442e8566cab048901b0f89,یاد تجریش و حال و هوای الانش میفتم و واقعا دلم نمیخواد برم؛ که قدم به قدم باهاش اونجا راه رفتم:|  خب سگ تو روحت,1,1
fas_e195f34a5ad99cd96eb17fe812177657,كدام استقلال از دست همين ناجاهز ها ملت ما بر باد شودند,1,1
fas_e1e37270745684e5e2b1d38fa05948cb,واقعا نسخ هلیمم. محبوبم اگر بودی این هفته صبح قرار صبحونه حلیم سید مهدی تجریش میذاشتیم.,1,1
fas_e2eb5bda38057c54d2cc6310d719e18f,دکتر ی جوری تحویلمون گرفته که میخام دفعه بعد رفتم ی گونی پسته ببرم براش.,1,1
fas_e405bfd938fc4a0ec1740a18b5a651b7,ریدممم ادم با مسی ازدواج میکنه مثل طرفه,1,1
fas_e82c2977384c20c84bf8b11b111434f0,یه راز بهت بگم !؟ شیراز گشت ارشاد نداره 🥲🤫 اون شهری که هستی رو نمیدونم ولی ۲۰ سال شیراز زندگی کردم و ندیدم,1,1
fas_e966eb2d6516246f8014bfa215cbd825,توی کوچه های تجریش قدم میزدیم که بارون گرفت. همیشه,1,1
fas_ea6d4aba1afcfe4f3d4de84df1833b05,نفوذی استقلال بود دیر فهمیدن,1,1
fas_ea8c3a8ab20822660308a6fd4f8ca36c,هرگز در طول ۳۳ سال عمرم بیشتر از الان دلم نمیخواست دانشجو باشم,1,1
fas_eb043699436bd0dd9647447591eeb9bd,اگه آدم‌های پوچ و حسود درباره زندگیامون چرت و پرت میگن، دیالوگ یادمون نره:  یه شیر نباید خودشو نگران عقاید گوسفند بکنه,1,1
fas_eb62d7bdc41fc0afb0511c1454c78d41,یکی از بهترین سریال های این سال های اخیر بود از نظر دیالوگ ها بی نظیر بود,1,1
fas_eba7dd0aba8466b1c4bbb03414e31d12,شایدم اینطور باشه احتمال هر چیزی هست ، ولی نظرم در مورد گشت ارشاد عوض نمیشه😂,1,1
fas_ebbbff1a7f8b8ada4fa40fc2ffef557a,من خودم از هر چی گشت ارشاد خایماله متنفرم,1,1
fas_ebc7a09b4d97fe15abc8bc695042832f,سلام مثل عینک رنگی ،آدم از پشت ان عینک همه چیز را به رنگ دیگری می بیند بی تقوایی گوش را هم فیلترینگ می کند,1,1
fas_ec5c8b371c246a5fc23ec58b99d5c27d,چون گشت ارشاد کونمون میزاره لیدی 🙂✌,1,1
fas_ecc977cdcbb8e9362a9cdd48102da968,فقط بخاطر حرف مسی که انقدر شهامت نداشته تو روت بگه ؟؟؟؟ اینجوری روت تاثیر داره ؟,1,1
fas_eecf179cf93d0ce5be6e1acaf7fca203,در حالی از دانشجو بودنم خسته شدم که دو خوان سخت و آخرش پیش رومه! و جالب اینجاست که هیچ کس هم درکم نمیکنه!,1,1
fas_ef835e920d79d5f6082d448b26410fe5,و تیمش و بعضی بازیگران کم‌هنر بود تا با قرار گرفتن کنار معدودی بازیگران درجه‌ی یک، هم از منابع عمومی و بیت المال مثل بانک شهر، از جیب مردم ارتزاق کنند، هم ویروس سبک زندگی غرب‌زده و ناپاک طیفی از سینماگران را به عموم خانواده‌های ایرانی حقنه کند. طعنه‌ها، پوزخندها و تمسخرهایی که حین صدا زدن زن‌ها و مردها با,1,1
fas_f12b98dd6522770e48d86fe676ad6243,تا ۱۰ سال پیش  حتی استقلال و پرسپولیسم از شما بیشتر جام داشت ، چطوری راموس و مسی رو هو میکنید؟,1,1
fas_f1804574258577aca39d41aa3519f8d8,اگه تو خونه بابات با داس نکشت تو خیابون گشت ارشاد میکشه,1,1
fas_f372ed36118a25341185eb6240e941e1,من الان تحریک شدم باید سانسور کنن ملیاردی از جیب ملت مدن صدا سیما ی فعالیتی جز چرند ساختن بکنن دیگه,1,1
fas_f394f99d9736555086d437bae3e18e33,هیچی قشنگتر ظروف مسی نیس با طروف مسی میتونی ی سفره هفت سین ایده آل داشته باشی,1,1
fas_f40bfac962a37cac6ac220d24e7ec394,ضربه سرِ اصغر شبیه گل فرهاد به استقلال اهواز بود,1,1
fas_f4154fdb1bba926802e9fcd74e2581c8,و ریدم تو قانون جذب که در واقع دفعه به جای جذب.,1,1
fas_f5880828d0f859eaac50acde063a6d0e,این اسطوره زندگی خیلی از مردم جهانه، به عبارتی شاید بهترین نوع خودش در جهان، لیونل مسی ۵ساله است,1,1
fas_f5fcde2ecdc2d71a7ee8909713639ea4,برای وقتایی که با ترس و لرز از دست گشت ارشاد راهمونو تغییر دادیم.,1,1
fas_f798f26c6e97b8632794f527ef000e42,اون بی‌سواد نبوده، سبک زندگی تو توئیتر متفاوته :)),1,1
fas_f9444731bb5f155d00ecdfefdfc8df5f,"آنکه ارزش کلمه را می داند به هیچ بهانه ای اجازه نخواهد داد گفتمان خشونت واژه ""گفتگو"" را مصادره کند.",1,1
fas_f94e9c75ec05478799264117e1e38a18,شاهد این پدیده هستیم که پدربزرگم با وجود آلزایمر دیالوگ به دیالوگ دیدار یوری و جومونگ رو از بَر هستند ...,1,1
fas_f9723ea5a33d3af5cbe1c8946f9e9306,دیگ بزرگ مسی بخریم براتون بهتر نیست,1,1
fas_fab69c0bb57bf0478b63d746f7c57216,اعتصاب پرستاران بیمارستان میلاد از هر زاویه که بهش نگاه کنی وحشتناکه!اول اینکه کسی نیست به بیماران برسه! 😔دوم اینکه اینقدر حقوقشون کمه که حاضرن اعتصاب کنن و به بیماران نرسن! 😔,1,1
fas_fb04f7e26b9f8459a4eb69c34dfa25b2,آره یه پولی بریزه بازم باهاش بازیکن خارجی بخریم واسه استقلال.,1,1
fas_fb73c9130030bcab03c33e2550b3a52e,برای گشت ارشاد خانگی بخاطر امیدی که ناامید کردن,1,1
fas_fd9e3d6578dd2704ea500c1aaab96027,یه تاپ پوشیده شده بی حیا؟؟  شماها همتون یه گشت ارشاد درونی دارین!,1,1
