id,text,extreme_language_pred,extreme_language_gold
eng_d6dbe801006609a22d11f9b665fdf490,"Noones holding elections because theyve been under military occupation since the last one, but you dont want to pay attention to that because it distracts you from jerking off to dead brown babies",1,1
eng_d7293256d5f8f02f7b8ed21a3a908faf,"Oh MAGA,MAGA,MAGA, thou has mangled idleheaded thinking, about security clearance!",1,1
eng_d73d1e7330d16282d394840fd4a22c82,"More than 700.000 stinky terrorists settlers r living on stolen land. Thats an act of war itself, means military occupation, checkpoints fking w palestinians lives. Ergo Israel is the only one responsable of all the violente there. The ICJ has made it clear, get out then u can give moral lessons",1,1
eng_d79e61dd8370046c5bcf8bcd52096274,The woke mob has decided to make Batman 3 hours long,1,1
eng_d845e6b7db9b546012645603e8e0a226,The context is that Israel is a settler colonial apartheid state.,1,1
eng_d8e443ccac4a644cfbcbfbe9b2469565,To MAFAL Make America Fascist At Last.,1,1
eng_d9b43692d64c287fff04d38f1cbb5086,"MSM calls the illegals, migrants or asylum seekers!",1,1
eng_daca9bfee7e126fbd1ac4a9d1432997e,literally parroting extreme right wing takes you arent an anarchist you are a fascist,1,1
eng_dbc4491533953a69ea6220a77596b603,"F CNN, and F this guy specifically",1,1
eng_dc15d9d56d6b3d9c97d1f8390ebeebed,"You left out armed guards, human shields and forced religion",1,1
eng_dcd16add0fc7e69f2a408404a49da2b7,Conclusion AfD and Zionism are deadly.,1,1
eng_dd949d49cd6c44aaf79885c1568bbd68,The formerly sane but now lunatic Professor Jeffrey Sachs says NATO expansion provoked Russia Media parrots govt narratives Diplomacy ignored by US Calls for peace now Israel runs US foreign policy Trump could save the republic Completely unhinged @URL,1,1
eng_def317406b5e0e0cce531263b7fd3420,Funny how Elon Musk talks about Deep state shit thats against him and then goes and does the same Deep state shit in other countries. So Indian forces fought against terrorists that had american weapons and Starlink equipment. STARLINK IS NOT AUTHORIZED FOR USE IN INDIA. So how did they get it,1,1
eng_df0ba4a12ba9d2cf3f9efb4999cd0e7f,"The other way around actually, the US uses American tax money to fund Israels Iron Dome, Free Healthcare, and Free University Education. Thats 3.8 billion dollars each year for nothing in return, really.",1,1
eng_e1b7a4f1665f702285d7145a88cd0349,Haartez presenting the truth about IsraeliWarCrimes highlights the obscene proIsrael slant of our mainstream media.,1,1
eng_e2034c61f75087f43595a6e1c0326e73,"Drinking the tearz of the race baiting fear mongering Liberals keeps me hydrated. Nobody cares about ur feelings, snowflake!!!!",1,1
eng_e2b25f425165eb346f76b12e1e9ab669,Blinken is the Butcher of Gaza. Blinken ButcherOfGaza Gaza Genocide,1,1
eng_e3c82fa9810981731760a05680ebcc97,Human shields sounds like a very Russian thing to do. Thats if Russia didnt do it on purpose.,1,1
eng_e5f986881da51d8621a38607c1883d92,WHY ISNT THIS A BIGGER STORY? The media lately ignored that Donald Trump secretly spoke with Vladimir Putin as many as SEVEN times since leaving office. The conversations coincided with Trump pressuring Republicans to block military aid to Ukraine. TRUMP IS A TRAITOR!!!,1,1
eng_e73c8e5fc46b9bf2867bf32c8c4722d4,Ukraine invasion is the master plan hatched by them to start WW3 ?,1,1
eng_e79d5ab71a6fd492a39fdb4f44f59841,Terrorist TPLF used Tigrayans who as human shields on Nov 4! UnityForEthiopia UnityForEthiopia BeFairUNSC,1,1
eng_e7b18920ec1cd2e33f0bccd57c4d131a,Can the blue states become a province of,1,1
eng_e95223c917821c440b47500c0dee982b,FCK CNN. I cant watch anymore!,1,1
eng_e95e0c31a06ae22498a8e4ca86b8d94d,The GOP are all about cruelty.,1,1
eng_ec358e99f5c45353ab5f9ef790adc605,Heard Kimmel eats Kamala Harris pussy,1,1
eng_ecb665152817a2630c4a668211de48fa,"free palestine, fuck the western colonialism and their beneficiaries enablers and supporters.",1,1
eng_ecfee934e42b0ab3ea33a57da76348ac,The only solution I can see now is forced deportation,1,1
eng_ee8b1ba642806b1172294237070e1d32,Wahhabi extremism meets offshore imposed Zionism.,1,1
eng_f0d6d8f3c5927a103fd7c4839a9a8e69,Yall are not social justice warriors youre internet bullies,1,1
eng_f1524dd0dbdf6f103ea408bd0b0d3eb4,Fuck that. Red states just need to secede,1,1
eng_f2f34816d6a26ab0941f49de167a95ef,"Stand by corruption, human shields, Vogue .. only misguided ppl use this flag.",1,1
eng_f31a2a6f52d6f639b50850735414e60e,NATO expansion while HIMARS pulverizing and burning the filthy skin off of fascists thank you Russia,1,1
eng_f33757b8589c6a9f892ef7cd42f0db7a,if you disagree with me youre a fascist!!!!! Has never read fascist theory,1,1
eng_f4585cb7c76a77b2ad0de142f494bd26,Where was that guy during the impeachment. Fuck you sir!,1,1
eng_f767d5f3f8254b874efaa0f151ce1138,What Are you NOT going 2fight back? Our Resistance Movement Or ANY Movement. Just fight for US. Fight 4 your COMMUNITY. Dont sit around wait to react To whats coming. Play OFFENSE. Just fucking FIGHT. My God. Step outside of yourself. then tell us AND THEM about it. LeGoGiRe,1,1
eng_f81c4ff16fb4b539d9d0ae300a202a11,So covid 19 was a scam after all Because Ukraine invasion have silenced it What a world,1,1
eng_f859046e5553b519528a2497533e5162,Multiculturalism does NOT work. Think pile of unwashed dirty dishes left in the sink.,1,1
eng_f94ff8ec73609190395b65ef5f6c39dc,Cawthorn Republicans go to coke fueled orgies Cawthorn Im Republicans,1,1
eng_f95434d7e15b2f0184c6a6c5736ddb7c,Everybody out hear bragging and arguing about who started the resistance movement that hasnt done anything... who fkn cares. Sitting around hashtagging things and collecting followers like baseball cards isnt resistance FuckTheirWallet ResistRevolt MakeThemAffraid DoSomething FarFarLeft,1,1
eng_f97621c62127822c7ec1de4196a4d091,"Azov cowards are desperates,they dont allow civilians to evacuate,because they will be annihilated without human shields.",1,1
eng_f9fe0ff421f58630040bc42dc798756f,Theres a humanitarian way to handle this migrant crisis. This is not the way. I hate that cruelty and hatred are the values many emulate in this country.,1,1
eng_fbb1c152b8c7ce10f1de7dbbbf66b8cb,Newsflash to these idiot politicians pushing the Gun Control BS. Criminals dont abide by Gun control laws,1,1
eng_fbd3d168a3e3496fd5ef450ec821a68a,MAGA arent conservatives. You are MAGA. MAGA are the ruination of America,1,1
eng_fc6874054283b933a2c2e04aec01894e,Donald Trump is a genocidal sociopath.,1,1
eng_ff133b4e178df42cda7150aa6cf2214f,This seems highly partisan election engineering. No one should want to open that Pandoras box. Lets make all gender surgery auto voter registration!,1,1
eng_ff9e1752115c1f341b52ca6dadedbe71,"the dichotomy between red states and blue states should make any republican rethink they views. is anyone saying they feel in danger going to blue states? people of color and queer people arent safe in red states. mfs gripe with blue states is they cant call folks slurs, not they fear for they lives",1,1
